1667360312.000000
1.000000
66.00
82.00
70.67
71.75
76.20
81.67
85.29
88.00
90.00
91.80
93.00
94.00
94.85
95.57
96.13
96.50
96.88
97.22
97.58
97.95
98.29
98.59
98.87
99.12
99.36
99.58
99.74
99.86
99.97
100.03
100.10
100.16
100.18
100.21
100.26
100.31
100.35
100.42
100.49
100.55
100.63
100.71
100.79
100.86
100.96
101.04
101.13
101.21
101.29
101.36
101.43
101.50
101.55
101.59
101.62
101.64
101.67
101.69
101.73
101.75
102.33
102.32
103.12
103.45
103.45
103.18
102.95
102.78
102.62
102.47
102.40
102.38
102.38
102.38
102.43
102.52
102.60
102.68
102.73
102.75
102.75
102.75
102.73
102.72
102.73
102.75
102.83
102.93
103.05
103.18
103.33
103.50
103.68
103.88
104.07
104.27
104.47
104.65
104.83
105.02
105.18
105.35
105.52
105.67
105.78
105.88
105.97
106.03
106.08
106.12
106.13
106.13
106.15
106.17
106.18
106.20
106.22
106.23
106.23
106.25
106.28
106.37
106.45
106.53
106.63
106.75
106.88
106.97
107.10
107.20
107.27
107.28
107.28
